Case ID,Created Date,Closed Date,Case Origin,Number of Emails Received,Number of Emails Sent,Contact Reason,Bucket,Topic,Sub-Topic
500dV00000E3hA1QAJ,2025-08-06 18:56:44,2025-08-07 15:17:46,Form_Mobile,1,1,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E3hQGQAZ,2025-08-06 19:31:29,,Email,1,,Null,Null,Null,
500dV00000E3hmlQAB,2025-08-06 20:22:15,2025-08-06 20:26:19,Phone,,1,Systemic in Nature,Payments,Payments - Credit,
500dV00000E3iapQAB,2025-08-06 20:02:31,2025-08-07 15:22:20,Form_Mobile,1,1,Product Question,Account Management,Account Management - MISC,
500dV00000E3j75QAB,2025-08-06 21:01:15,2025-08-07 15:33:54,Form_Web,1,1,Product Question,Account Management,Account Management - MISC,
500dV00000E3jOmQAJ,2025-08-06 19:44:30,,Email,1,1,Null,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3jRzQAJ,2025-08-06 19:44:57,2025-08-06 19:52:55,Phone,,1,Systemic in Nature,Account Management,Account Management - Client Documents,
500dV00000E3kXhQAJ,2025-08-06 19:11:20,2025-08-11 12:04:03,Email,2,2,Systemic in Nature,Payments,Payments - Deposits,
500dV00000E3khTQAR,2025-08-06 19:37:25,2025-08-06 19:38:33,Phone,,,System Issue,Broker Trading,Broker Trading - Derivatives,
500dV00000E3ksfQAB,2025-08-06 19:12:21,2025-08-06 19:18:16,Phone,,,New Scalable,Broker Trading,Broker Trading - MISC,
500dV00000E3lf3QAB,2025-08-06 19:15:26,2025-08-06 19:17:29,Phone,,1,System Issue,Account Management,Account Management - IT Issues,App
500dV00000E3lvGQAR,2025-08-06 20:03:41,2025-08-07 08:42:23,Email,1,2,Systemic in Nature,Account Opening,Account Opening - KYC,Identification
500dV00000E3m4sQAB,2025-08-06 19:18:14,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E3nDpQAJ,2025-08-06 19:25:28,2025-08-07 11:11:51,Form_Mobile,1,,Null,Payments,Payments - Withdrawals,
500dV00000E3nU6QAJ,2025-08-06 21:57:50,2025-08-07 15:49:52,Form_Mobile,2,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000E3nXBQAZ,2025-08-06 19:27:49,2025-08-11 11:49:48,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3nfNQAR,2025-08-06 20:01:01,2025-08-06 20:01:10,Phone,,,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000E3ngrQAB,2025-08-06 19:28:10,2025-08-06 19:28:33,Phone,,,New Scalable,Account Management,Account Management - MISC,
500dV00000E3nkKQAR,2025-08-06 21:53:40,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3o1sQAB,2025-08-06 19:59:46,2025-08-06 19:59:53,Phone,,,New Scalable,Account Management,Account Management - MISC,
500dV00000E3o3YQAR,2025-08-06 20:32:59,2025-08-07 11:05:50,Form_Web,1,1,Systemic in Nature,Taxes,Taxes - MISC,
500dV00000E3od2QAB,2025-08-06 19:52:20,2025-08-07 15:16:12,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Portfolio Report
500dV00000E3og9QAB,2025-08-06 19:31:57,,Form_Mobile,2,1,Systemic in Nature,Broker Trading,Broker Trading - Trade Issues,
500dV00000E3p2kQAB,2025-08-06 19:34:25,,Form_Web,1,,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000E3pCPQAZ,2025-08-06 19:34:44,,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Data Change,Address
500dV00000E3pSXQAZ,2025-08-06 19:36:22,2025-08-06 19:52:07,Email,1,1,New Scalable,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000E3pShQAJ,2025-08-06 20:36:02,2025-08-12 17:26:27,Form_Mobile,2,2,Null,Account Management,Account Management - Cancellation,
500dV00000E3pVtQAJ,2025-08-06 20:10:52,2025-08-08 15:47:44,Form_Mobile,2,2,Systemic in Nature,Account Management,Account Management - Client Documents,Portfolio Report
500dV00000E3pXNQAZ,2025-08-06 19:36:38,2025-08-06 19:37:23,Phone,,1,Product Question,Broker Trading,Broker Trading - MISC,
500dV00000E3pZ7QAJ,2025-08-06 20:26:53,2025-08-07 15:26:17,Form_Mobile,1,1,Null,Account Opening,Account Opening - KYC,
500dV00000E3pafQAB,2025-08-06 20:32:11,2025-08-07 16:31:36,Form_Mobile,2,2,No Reply,Broker Trading,Broker Trading - Trade Issues,
500dV00000E3phCQAR,2025-08-06 20:57:36,,Form_Mobile,1,,Null,Corporate Actions,Corporate Actions - MISC,
500dV00000E3pqrQAB,2025-08-06 21:50:21,2025-08-07 15:55:45,Form_Mobile,1,1,Null,Account Management,Account Management - Cancellation,
500dV00000E3q6xQAB,2025-08-06 20:48:29,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E3qA8QAJ,2025-08-06 21:04:12,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E3qi3QAB,2025-08-06 20:41:10,,Backoffice,,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E3qlCQAR,2025-08-06 19:49:46,2025-08-11 11:49:48,Form_Web,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3qlMQAR,2025-08-06 21:49:06,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000E3qq5QAB,2025-08-06 20:43:38,2025-08-07 15:32:34,Form_Web,1,1,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000E3qqAQAR,2025-08-06 21:29:32,,Form_Mobile,1,,Null,Taxes,Taxes - MISC,
500dV00000E3qrfQAB,2025-08-06 20:03:02,2025-08-11 08:49:38,Email,2,2,System Issue,Account Management,Account Management - IT Issues,App
500dV00000E3r1WQAR,2025-08-06 21:32:26,,Form_Web,1,,Null,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000E3rEDQAZ,2025-08-06 19:46:45,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3rHZQAZ,2025-08-06 21:56:06,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3raoQAB,2025-08-06 19:50:09,,Form_Mobile,1,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000E3ritQAB,2025-08-06 21:03:03,2025-08-07 15:31:26,Form_Mobile,1,1,Null,Account Management,Account Management - Cancellation,
500dV00000E3rm7QAB,2025-08-06 20:30:43,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3rpJQAR,2025-08-06 19:51:06,,Phone,,1,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E3rz2QAB,2025-08-06 21:01:14,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000E3s8gQAB,2025-08-06 19:55:28,,Form_Web,1,,Null,Taxes,Taxes - MISC,
500dV00000E3sJyQAJ,2025-08-06 20:26:23,,Backoffice,,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E3sQPQAZ,2025-08-06 19:54:03,,Backoffice,1,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E3sS1QAJ,2025-08-06 19:54:19,,Form_Web,1,,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000E3sf0QAB,2025-08-06 21:08:54,2025-08-07 09:13:10,Form_Mobile,1,2,Systemic in Nature,Taxes,Taxes - Tax Calculation Details,
500dV00000E3syIQAR,2025-08-06 20:44:28,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Broker Functions,
500dV00000E3t4rQAB,2025-08-06 21:11:32,2025-08-07 09:50:52,Form_Mobile,1,1,Product Question,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3t4tQAB,2025-08-06 21:22:04,2025-08-07 15:41:52,Form_Mobile,1,1,Systemic in Nature,Payments,Payments - Deposits,
500dV00000E3teLQAR,2025-08-06 21:52:57,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3tj8QAB,2025-08-06 20:35:59,,Form_Mobile,1,,Null,Taxes,Taxes - MISC,
500dV00000E3tmJQAR,2025-08-06 20:09:38,,Form_Mobile,2,2,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3u0rQAB,2025-08-06 20:37:59,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3uAXQAZ,2025-08-06 21:17:31,2025-08-07 15:49:29,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000E3uX6QAJ,2025-08-06 20:16:17,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000E3ufAQAR,2025-08-06 20:40:53,,Backoffice,,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E3uk1QAB,2025-08-06 20:35:34,,Form_Mobile,1,,Null,Taxes,Taxes - Yearly Tax Certificate,
500dV00000E3uvQQAR,2025-08-06 21:28:42,2025-08-07 15:48:49,Form_Web,1,1,Null,Account Management,Account Management - MISC,
500dV00000E3v05QAB,2025-08-06 20:15:09,,Backoffice,1,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E3v1qQAB,2025-08-06 21:49:30,,Email,1,1,Systemic in Nature,Account Management,Account Management - Data Change,Address
500dV00000E3v3TQAR,2025-08-06 21:58:14,2025-08-07 09:55:36,Form_Mobile,1,1,Systemic in Nature,Broker Trading,Broker Trading - MISC,
500dV00000E3vHpQAJ,2025-08-06 20:18:21,,Form_Mobile,2,2,Systemic in Nature,Payments,Payments - Deposits,
500dV00000E3vY4QAJ,2025-08-06 21:26:38,,Form_Web,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E3vmYQAR,2025-08-06 21:47:55,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3vxqQAB,2025-08-06 21:28:59,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E3w15QAB,2025-08-06 20:50:02,,Form_Mobile,2,3,Systemic in Nature,Account Management,Account Management - Cancellation,
500dV00000E3w18QAB,2025-08-06 21:19:50,2025-08-07 09:29:33,Email,1,2,Systemic in Nature,Corporate Actions,Corporate Actions - Instructions,
500dV00000E3w7bQAB,2025-08-06 21:29:26,2025-08-07 15:37:14,Form_Mobile,1,1,New Scalable,Payments,Payments - MISC,
500dV00000E3wCHQAZ,2025-08-06 20:33:58,2025-08-07 10:56:29,Form_Web,1,1,Null,Account Opening,Account Opening - Opening Process,Junior Account
500dV00000E3wDyQAJ,2025-08-06 21:28:19,,Backoffice,1,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E3wQnQAJ,2025-08-06 20:39:46,2025-08-07 15:33:07,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Compliance Copy
500dV00000E3wlnQAB,2025-08-06 21:53:35,2025-08-11 11:49:48,Form_Mobile,1,2,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3x3eQAB,2025-08-06 22:51:45,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3x6rQAB,2025-08-06 22:47:01,2025-08-11 11:49:38,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E3xDCQAZ,2025-08-06 20:59:29,2025-08-11 17:34:41,Form_Mobile,1,2,Systemic in Nature,Payments,Payments - Withdrawals,
500dV00000E3xJjQAJ,2025-08-06 21:47:00,2025-08-07 16:56:42,Form_Mobile,1,1,Null,Account Management,Account Management - MISC,
500dV00000E3xWZQAZ,2025-08-06 21:18:33,2025-08-07 15:45:27,Form_Mobile,1,1,New Scalable,Account Management,Account Management - MISC,
500dV00000E3xhrQAB,2025-08-06 21:31:08,2025-08-11 17:37:01,Form_Mobile,3,3,Product Question,Account Management,Account Management - MISC,
500dV00000E3y64QAB,2025-08-06 21:38:40,,Email,1,1,Null,Broker Trading,Broker Trading - MISC,
500dV00000E3yFhQAJ,2025-08-06 21:11:02,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000E3yR6QAJ,2025-08-06 22:34:26,,Form_Web,1,,Null,Taxes,Taxes - Tax Calculation Details,
500dV00000E3ypHQAR,2025-08-06 22:45:09,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - MISC,
500dV00000E3z5JQAR,2025-08-06 21:19:40,2025-08-12 16:43:20,Backoffice,1,3,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E3zGfQAJ,2025-08-07 00:37:27,2025-08-07 16:04:13,Form_Mobile,1,1,Product Question,Account Management,Account Management - MISC,
500dV00000E3zOhQAJ,2025-08-06 21:45:39,2025-08-07 15:41:11,Form_Web,1,1,New Scalable,Account Management,Account Management - MISC,
500dV00000E3zOlQAJ,2025-08-06 22:16:07,2025-08-07 15:45:45,Form_Mobile,1,1,Systemic in Nature,Goodwill,Goodwill - Referral,
500dV00000E3zRvQAJ,2025-08-06 22:35:57,,Form_Mobile,1,,Null,Corporate Actions,Corporate Actions - Stock Split,
500dV00000E3zTWQAZ,2025-08-06 21:24:20,,Form_Mobile,2,1,Null,Account Management,Account Management - Data Change,
500dV00000E3zdDQAR,2025-08-06 21:37:08,2025-08-07 15:42:14,Email,1,1,Product Question,Account Management,Account Management - Cancellation,
500dV00000E3zuwQAB,2025-08-06 21:32:17,,Form_Mobile,1,1,New Scalable,Taxes,Taxes - MISC,
500dV00000E3zv4QAB,2025-08-06 22:54:23,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E4033QAB,2025-08-06 22:05:36,,Form_Web,1,,Null,Taxes,Taxes - MISC,
500dV00000E40ChQAJ,2025-08-06 22:14:04,2025-08-07 09:43:58,Form_Mobile,1,1,System Issue,Account Management,Account Management - IT Issues,App
500dV00000E40ClQAJ,2025-08-06 23:01:52,,Form_Web,1,,Null,Taxes,Taxes - Tax Allowance,
500dV00000E40RHQAZ,2025-08-06 22:32:46,,Form_Mobile,1,,Null,Taxes,Taxes - Tax Allowance,
500dV00000E40URQAZ,2025-08-06 21:59:29,,Form_Mobile,1,,Null,Taxes,Taxes - W8-Ben,
500dV00000E40fiQAB,2025-08-06 22:15:50,2025-08-07 15:55:24,Form_Mobile,1,1,Systemic in Nature,Account Opening,Account Opening - Account Reactivation,Duplicate User
500dV00000E40noQAB,2025-08-07 00:00:52,,Email,1,1,Null,Broker Trading,Broker Trading - MISC,
500dV00000E415WQAR,2025-08-06 21:42:50,2025-08-11 16:26:42,Form_Web,1,2,Null,Account Management,Account Management - Client Documents,Securities Statement
500dV00000E41VOQAZ,2025-08-06 22:22:23,2025-08-11 13:14:17,Email,1,2,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000E41WyQAJ,2025-08-06 23:01:34,2025-08-11 11:49:38,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E423CQAR,2025-08-06 22:17:33,,Backoffice,,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E42zHQAR,2025-08-06 23:02:16,2025-08-07 09:06:59,Form_Mobile,1,1,Systemic in Nature,Broker Trading,Broker Trading - Scalable Products,ELTIF
500dV00000E43IeQAJ,2025-08-07 06:23:47,2025-08-11 11:38:59,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E43deQAB,2025-08-06 23:26:56,2025-08-07 16:01:24,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Portfolio Report
500dV00000E43vJQAR,2025-08-06 22:19:30,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E4409QAB,2025-08-06 22:20:20,2025-08-07 15:47:47,Email,1,1,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000E44JZQAZ,2025-08-06 22:51:24,2025-08-07 15:54:37,Form_Mobile,1,1,Systemic in Nature,Account Opening,Account Opening - Opening Process,
500dV00000E44RfQAJ,2025-08-06 23:23:47,2025-08-11 16:29:48,Email,1,1,Null,Account Management,Account Management - MISC,
500dV00000E44t1QAB,2025-08-06 22:58:16,2025-08-07 15:53:36,Form_Web,1,1,Product Question,Payments,Payments - Deposits,
500dV00000E44zSQAR,2025-08-06 22:44:46,2025-08-12 09:27:01,Form_Mobile,2,2,Product Question,Payments,Payments - Interest,
500dV00000E45sJQAR,2025-08-06 22:59:12,,Form_Web,1,,Null,Taxes,Taxes - Tax Calculation Details,
500dV00000E46BdQAJ,2025-08-06 22:42:51,,Form_Mobile,1,,Null,Corporate Actions,Corporate Actions - MISC,
500dV00000E46egQAB,2025-08-06 22:49:50,2025-08-07 15:57:08,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Portfolio Report
500dV00000E46jWQAR,2025-08-06 23:09:45,2025-08-11 10:44:00,Email,1,1,Systemic in Nature,Taxes,Taxes - W8-Ben,
500dV00000E46zgQAB,2025-08-06 23:47:08,2025-08-07 15:55:53,Form_Web,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Portfolio Report
500dV00000E46zlQAB,2025-08-07 00:44:21,,Form_Mobile,2,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E49CnQAJ,2025-08-07 07:05:58,,Form_Web,1,1,New Scalable,Broker Trading,Broker Trading - Crypto,
500dV00000E4AFHQA3,2025-08-06 23:52:45,2025-08-07 15:56:26,Form_Mobile,1,1,Product Question,Account Management,Account Management - Cancellation,
500dV00000E4BMgQAN,2025-08-07 00:17:01,2025-08-07 15:59:12,Form_Mobile,1,1,New Scalable,Payments,Payments - Credit,
500dV00000E4CNVQA3,2025-08-07 00:16:19,2025-08-07 09:40:33,Email,1,1,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E4E4TQAV,2025-08-07 02:28:46,2025-08-07 16:03:28,Form_Mobile,1,1,Systemic in Nature,Payments,Payments - Withdrawals,
500dV00000E4EUBQA3,2025-08-07 01:12:24,,Form_Mobile,2,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E4EfSQAV,2025-08-07 06:46:27,2025-08-07 14:52:35,Form_Mobile,1,1,Null,Taxes,Taxes - MISC,
500dV00000E4F8VQAV,2025-08-07 01:31:17,,Form_Web,1,1,Null,Taxes,Taxes - MISC,
500dV00000E4G4bQAF,2025-08-07 02:20:27,2025-08-07 16:04:53,Email,1,1,Product Question,Account Management,Account Management - Cancellation,
500dV00000E4G6CQAV,2025-08-07 07:36:18,2025-08-07 16:31:17,Form_Mobile,1,1,Product Question,Payments,Payments - Deposits,
500dV00000E4GJBQA3,2025-08-07 03:30:52,2025-08-11 11:49:38,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E4KbCQAV,2025-08-07 07:39:30,2025-08-07 16:39:09,Email,1,1,Null,Account Management,Account Management - Cancellation,
500dV00000E4KgCQAV,2025-08-07 08:11:04,2025-08-11 09:51:13,Form_Mobile,2,2,Systemic in Nature,Payments,Payments - Withdrawals,
500dV00000E4NEAQA3,2025-08-07 03:36:12,2025-08-07 16:05:25,Email,1,1,Systemic in Nature,Account Opening,Account Opening - Account Reactivation,
500dV00000E4O8cQAF,2025-08-07 06:07:25,2025-08-07 16:09:05,Form_Mobile,1,,Systemic in Nature,Payments,Payments - MISC,
500dV00000E4P83QAF,2025-08-07 06:27:00,2025-08-11 16:57:10,Email,3,3,Systemic in Nature,Account Management,Account Management - 2FA,
500dV00000E4PPhQAN,2025-08-07 07:34:08,2025-08-07 16:26:24,Form_Mobile,1,1,New Scalable,Account Management,Account Management - MISC,
500dV00000E4Qf2QAF,2025-08-07 07:05:56,2025-08-11 10:21:13,Form_Mobile,2,2,Null,Payments,Payments - MISC,
500dV00000E4Qn7QAF,2025-08-07 05:57:39,2025-08-07 16:07:43,Form_Mobile,1,1,Null,Payments,Payments - MISC,
500dV00000E4RUfQAN,2025-08-07 05:44:18,2025-08-07 16:08:08,Form_Mobile,1,1,Product Question,Account Management,Account Management - MISC,
500dV00000E4RZbQAN,2025-08-07 07:10:14,2025-08-07 16:22:21,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Account Statement
500dV00000E4RuVQAV,2025-08-07 09:20:01,,Backoffice,1,2,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E4Rw9QAF,2025-08-07 08:45:33,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - Savings Plans,
500dV00000E4S2WQAV,2025-08-07 06:32:15,2025-08-08 17:39:13,Form_Mobile,1,1,System Issue,Broker Trading,Broker Trading - Savings Plans,
500dV00000E4SAeQAN,2025-08-07 08:09:13,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E4StpQAF,2025-08-07 07:41:00,,Email,2,2,Systemic in Nature,Account Management,Account Management - IT Issues,App
500dV00000E4TcxQAF,2025-08-07 07:48:16,2025-08-07 16:35:53,Form_Mobile,1,1,Systemic in Nature,Payments,Payments - MISC,
500dV00000E4U7YQAV,2025-08-07 06:21:47,2025-08-07 16:19:23,Form_Mobile,1,1,New Scalable,Account Management,Account Management - MISC,
500dV00000E4UAqQAN,2025-08-07 07:20:03,2025-08-07 16:24:52,Form_Mobile,1,1,Null,Account Management,Account Management - MISC,
500dV00000E4UcDQAV,2025-08-07 07:05:25,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E4VI8QAN,2025-08-07 08:28:42,2025-08-08 12:06:12,Email,3,4,Systemic in Nature,Account Opening,Account Opening - KYC,Identification
500dV00000E4VLPQA3,2025-08-07 08:47:32,2025-08-11 11:49:38,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E4VOaQAN,2025-08-07 07:07:10,,Form_Mobile,1,1,Null,Taxes,Taxes - MISC,
500dV00000E4WKhQAN,2025-08-07 08:21:18,,Email,1,1,Systemic in Nature,Taxes,Taxes - Tax Calculation Details,
500dV00000E4WPTQA3,2025-08-07 07:11:35,,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Data Change,
500dV00000E4WR3QAN,2025-08-07 06:25:08,,Email,1,2,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000E4WZGQA3,2025-08-07 08:47:37,2025-08-07 09:02:02,Phone,,,System Issue,Broker Trading,Broker Trading - Trade Issues,
500dV00000E4WqwQAF,2025-08-07 07:53:00,2025-08-11 11:38:59,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E4WvrQAF,2025-08-07 08:09:53,,Form_Mobile,1,,Null,Corporate Actions,Corporate Actions - MISC,
500dV00000E4WxKQAV,2025-08-07 06:44:13,2025-08-11 11:49:38,Form_Mobile,1,1,New Scalable,Broker Trading,Broker Trading - Savings Plans,
500dV00000E4X5PQAV,2025-08-07 08:08:25,2025-08-11 14:07:13,Form_Mobile,1,2,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000E4XqAQAV,2025-08-07 07:13:03,2025-08-13 09:30:02,Form_Mobile,2,3,Systemic in Nature,Payments,Payments - Deposits,
500dV00000E4XrlQAF,2025-08-07 06:56:15,2025-08-07 16:18:16,Form_Mobile,1,1,New Scalable,Payments,Payments - Credit,
500dV00000E4XyMQAV,2025-08-07 08:43:35,,Form_Web,1,,Null,Broker Trading,Broker Trading - MISC,
500dV00000E4Y6HQAV,2025-08-07 07:02:49,2025-08-07 16:14:19,Form_Mobile,1,1,Null,Account Management,Account Management - MISC,
500dV00000E4YBCQA3,2025-08-07 07:35:20,,Form_Mobile,1,,Null,Broker Trading,Broker Trading - Trade Issues,
500dV00000E4YBIQA3,2025-08-07 08:59:35,2025-08-07 17:24:12,Form_Web,1,1,Systemic in Nature,Payments,Payments - Deposits,
500dV00000E4YcZQAV,2025-08-07 08:50:01,2025-08-07 17:15:54,Form_Mobile,1,1,Null,Account Management,Account Management - IT Issues,
500dV00000E4YmIQAV,2025-08-07 08:12:17,,Backoffice,,2,Systemic in Nature,Account Opening,Account Opening - KYC,Identification
500dV00000E4YmRQAV,2025-08-07 09:19:58,2025-08-07 09:19:58,Outbound,,1,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000E4Yo2QAF,2025-08-07 09:52:39,,Email,1,1,Systemic in Nature,Account Management,Account Management - Data Change,
500dV00000E4YzHQAV,2025-08-07 09:30:16,2025-08-12 14:01:28,Email,1,3,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000E4ZIWQA3,2025-08-07 08:09:53,,Form_Mobile,1,,Null,Broker Portfolio Management,Broker Portfolio Management - Transfer IN,
500dV00000E4ZdWQAV,2025-08-07 08:26:28,2025-08-07 16:54:07,Form_Web,1,1,Systemic in Nature,Account Opening,Account Opening - MISC,
500dV00000E4ZfAQAV,2025-08-07 09:05:03,,Form_Web,1,,Null,Taxes,Taxes - MISC,
500dV00000E4Zn7QAF,2025-08-07 07:23:07,2025-08-12 12:36:18,Email,4,4,Systemic in Nature,Broker Portfolio Management,Broker Portfolio Management - Transfer OUT,
500dV00000E4Zs3QAF,2025-08-07 08:23:38,,Form_Mobile,1,,Null,Taxes,Taxes - Tax Allowance,
500dV00000E4aBKQAZ,2025-08-07 09:00:43,,Form_Mobile,2,2,Null,Account Management,Account Management - Data Change,
500dV00000E4aBTQAZ,2025-08-07 09:34:35,2025-08-07 17:54:29,Email,1,,No Reply,Other,Other - Marketing,
500dV00000E4aJQQAZ,2025-08-07 08:12:30,,Form_Web,1,,Null,Taxes,Taxes - Tax Allowance,
500dV00000E4afyQAB,2025-08-07 07:35:58,2025-08-07 16:24:18,Form_Mobile,1,1,Product Question,Account Opening,Account Opening - Opening Process,
500dV00000E4ajJQAR,2025-08-07 08:08:02,,Form_Mobile,1,1,Systemic in Nature,Corporate Actions,Corporate Actions - MISC,
500dV00000E4aksQAB,2025-08-07 07:54:34,2025-08-07 16:43:45,Form_Mobile,1,1,New Scalable,Account Management,Account Management - MISC,
500dV00000E4awFQAR,2025-08-07 08:10:06,2025-08-07 09:32:32,Form_Web,1,1,Null,Payments,Payments - Account Balance,
500dV00000E4axkQAB,2025-08-07 08:01:23,2025-08-07 11:16:13,Form_Mobile,1,1,Systemic in Nature,Taxes,Taxes - Tax Calculation Details,
500dV00000E4b0xQAB,2025-08-07 08:13:42,,Form_Mobile,1,,Null,Taxes,Taxes - MISC,
500dV00000E4b2bQAB,2025-08-07 08:25:46,2025-08-07 16:54:45,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - MISC,
500dV00000E4bNYQAZ,2025-08-07 08:18:59,2025-08-07 16:51:42,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Portfolio Report
500dV00000E4bNbQAJ,2025-08-07 08:29:51,,Form_Web,4,3,Product Question,Payments,Payments - Withdrawals,
500dV00000E4bNeQAJ,2025-08-07 08:38:26,2025-08-07 17:04:08,Form_Mobile,1,1,Systemic in Nature,Account Management,Account Management - Client Documents,Portfolio Report
500dV00000E4bQsQAJ,2025-08-07 08:59:19,2025-08-11 10:04:10,Form_Mobile,1,1,Null,Account Management,Account Management - Data Change,Reference Account
500dV00000E4bnJQAR,2025-08-07 07:30:09,2025-08-07 17:30:08,Form_Mobile,1,1,Null,Broker Trading,Broker Trading - Trade Issues,
